X,year,id,relig,jewaj,othjew,jew,relitena,age,spjew,denom,jew16,spjew16,spothjew
65131,2021,352,3,NA,NA,4,NA,74,NA,NA,2,NA,NA
65140,2021,362,3,NA,NA,3,NA,67,NA,NA,2,NA,NA
65148,2021,370,3,NA,NA,4,NA,65,NA,NA,NA,NA,NA
65233,2021,461,3,NA,NA,2,NA,30,NA,NA,2,NA,NA
65267,2021,498,3,NA,NA,4,NA,41,NA,NA,4,NA,NA
65314,2021,548,3,NA,NA,2,NA,70,NA,NA,2,NA,NA
65491,2021,739,3,NA,NA,3,NA,69,3,NA,3,NA,NA
65527,2021,778,3,NA,NA,3,NA,54,NA,NA,NA,NA,NA
65544,2021,797,3,NA,NA,3,NA,68,NA,NA,NA,NA,NA
65630,2021,890,3,NA,NA,3,NA,25,NA,NA,3,NA,NA
65637,2021,897,3,NA,NA,3,NA,66,NA,NA,3,NA,NA
65638,2021,898,3,NA,NA,4,NA,71,4,NA,1,NA,NA
65693,2021,958,3,NA,NA,2,NA,NA,2,NA,2,NA,NA
65740,2021,1014,3,NA,NA,2,NA,56,2,NA,2,NA,NA
65742,2021,1018,3,NA,NA,3,NA,33,NA,NA,3,NA,NA
65767,2021,1048,3,NA,NA,3,NA,63,NA,NA,NA,NA,NA
65811,2021,1093,3,NA,NA,3,NA,50,NA,NA,3,NA,NA
65841,2021,1127,3,NA,NA,2,NA,66,2,NA,2,NA,NA
65843,2021,1129,3,NA,NA,3,NA,68,3,NA,3,NA,NA
65904,2021,1195,3,NA,NA,4,NA,25,NA,NA,4,NA,NA
65968,2021,1266,3,NA,NA,3,NA,64,NA,NA,4,NA,NA
66114,2021,1425,3,NA,NA,3,NA,69,3,NA,3,NA,NA
66155,2021,1468,3,NA,NA,3,NA,62,NA,NA,2,NA,NA
66160,2021,1474,3,NA,NA,3,NA,69,NA,NA,NA,NA,NA
66211,2021,1528,3,NA,NA,3,NA,51,NA,NA,2,NA,NA
66710,2021,2081,3,NA,NA,3,NA,38,NA,NA,1,NA,NA
66753,2021,2127,3,NA,NA,3,NA,68,3,NA,3,NA,NA
67116,2021,2533,3,NA,NA,3,NA,55,NA,NA,3,NA,NA
67135,2021,2553,3,NA,NA,4,NA,70,NA,NA,3,NA,NA
67240,2021,2668,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA
67267,2021,2698,3,NA,NA,4,NA,56,4,NA,4,NA,NA
67281,2021,2712,3,NA,NA,4,NA,65,NA,NA,4,NA,NA
67300,2021,2735,3,NA,NA,2,NA,32,NA,NA,NA,NA,NA
67412,2021,2862,3,NA,NA,3,NA,74,NA,NA,1,NA,NA
67419,2021,2870,3,NA,NA,3,NA,44,3,NA,NA,NA,NA
67435,2021,2886,3,NA,NA,3,NA,42,NA,NA,4,NA,NA
67451,2021,2905,3,NA,NA,3,NA,70,NA,NA,2,NA,NA
67462,2021,2917,3,NA,NA,4,NA,65,NA,NA,3,NA,NA
67465,2021,2920,3,NA,NA,3,NA,41,NA,NA,3,NA,NA
67482,2021,2938,3,NA,NA,3,NA,71,NA,NA,3,NA,NA
67568,2021,3029,3,NA,NA,4,NA,60,NA,NA,4,NA,NA
67613,2021,3077,3,NA,NA,3,NA,68,3,NA,1,NA,NA
67634,2021,3101,3,NA,NA,3,NA,72,NA,NA,3,NA,NA
67787,2021,3266,3,NA,NA,4,NA,79,NA,NA,4,NA,NA
67788,2021,3267,3,NA,NA,3,NA,70,NA,NA,3,NA,NA
67848,2021,3337,3,NA,NA,3,NA,80,2,NA,3,NA,NA
67896,2021,3396,3,NA,NA,3,NA,32,NA,NA,2,NA,NA
67945,2021,3455,3,NA,NA,3,NA,46,NA,NA,NA,NA,NA
67951,2021,3462,3,NA,NA,1,NA,19,NA,NA,1,NA,NA
67952,2021,3463,3,NA,NA,4,NA,82,NA,NA,4,NA,NA
67977,2021,3493,3,NA,NA,2,NA,32,NA,NA,2,NA,NA
67981,2021,3497,3,NA,NA,4,NA,57,NA,NA,NA,NA,NA
68009,2021,3526,3,NA,NA,4,NA,40,NA,NA,3,NA,NA
68044,2021,3565,3,NA,NA,4,NA,56,4,NA,3,NA,NA
68071,2021,3596,3,NA,NA,4,NA,43,NA,NA,2,NA,NA
68094,2021,3623,3,NA,NA,3,NA,26,NA,NA,NA,NA,NA
68220,2021,3767,3,NA,NA,3,NA,40,NA,NA,2,NA,NA
68282,2021,3837,3,NA,NA,3,NA,25,NA,NA,4,NA,NA
68349,2021,3912,3,NA,NA,2,NA,84,NA,NA,4,NA,NA
68372,2021,3938,3,NA,NA,4,NA,74,NA,NA,NA,NA,NA
68381,2021,3949,3,NA,NA,3,NA,67,4,NA,3,NA,NA
68602,2021,4198,3,NA,NA,4,NA,52,NA,NA,4,NA,NA
68604,2021,4200,3,NA,NA,3,NA,30,NA,NA,3,NA,NA
68611,2021,4207,3,NA,NA,3,NA,74,NA,NA,3,NA,NA
68677,2021,4280,3,NA,NA,4,NA,20,NA,NA,NA,NA,NA
68717,2021,4325,3,NA,NA,3,NA,79,NA,NA,3,NA,NA
68730,2021,4338,3,NA,NA,3,NA,37,NA,NA,3,NA,NA
68834,2021,4458,3,NA,NA,3,NA,69,NA,NA,2,NA,NA
