X,year,id,relig,jewaj,othjew,jew,relitena,age,spjew,denom,jew16,spjew16,spothjew
21876,1988,1,3,NA,NA,3,NA,56,3,NA,2,2,NA
21884,1988,9,3,NA,NA,2,NA,24,NA,NA,2,NA,NA
21904,1988,29,3,NA,NA,2,NA,NA,2,NA,2,2,NA
21956,1988,81,3,NA,NA,2,NA,35,2,NA,NA,1,NA
21972,1988,97,3,NA,NA,3,NA,67,NA,NA,2,NA,NA
22042,1988,167,3,NA,NA,4,NA,61,NA,NA,4,NA,NA
22055,1988,180,3,NA,NA,4,NA,35,NA,NA,3,NA,NA
22061,1988,186,3,NA,NA,2,NA,40,NA,NA,1,NA,NA
22089,1988,214,3,NA,NA,2,NA,25,NA,NA,2,NA,NA
22091,1988,216,3,NA,NA,2,NA,35,NA,NA,2,NA,NA
22092,1988,217,3,NA,NA,3,NA,30,NA,NA,3,NA,NA
22093,1988,218,3,NA,NA,4,NA,32,NA,NA,2,NA,NA
22128,1988,253,3,NA,NA,2,NA,76,2,NA,3,2,NA
22130,1988,255,3,NA,NA,3,NA,23,NA,NA,3,NA,NA
22133,1988,258,3,NA,NA,3,NA,50,3,NA,3,NA,NA
22141,1988,266,3,NA,NA,3,NA,19,NA,NA,3,NA,NA
22142,1988,267,3,NA,NA,2,NA,37,3,NA,2,3,NA
22143,1988,268,3,NA,NA,2,NA,45,NA,NA,1,NA,NA
22144,1988,269,3,NA,NA,2,NA,18,NA,NA,2,NA,NA
22150,1988,275,3,NA,NA,3,NA,48,3,NA,3,3,NA
22194,1988,319,3,NA,NA,3,NA,63,3,NA,1,1,NA
22195,1988,320,3,NA,NA,2,NA,52,2,NA,1,1,NA
22196,1988,321,3,NA,NA,3,NA,52,NA,NA,3,NA,NA
22197,1988,322,3,NA,NA,1,NA,60,1,NA,1,1,NA
22198,1988,323,3,NA,NA,3,NA,32,2,NA,2,2,NA
22566,1988,691,3,NA,NA,2,NA,46,2,NA,1,1,NA
22569,1988,694,3,NA,NA,2,NA,39,2,NA,2,2,NA
22571,1988,696,3,NA,NA,2,NA,42,2,NA,2,NA,NA
22837,1988,962,3,NA,NA,2,NA,40,NA,NA,2,NA,NA
22975,1988,1100,3,NA,NA,2,NA,71,2,NA,1,2,NA
23375,1989,19,3,NA,NA,2,NA,53,NA,NA,2,NA,NA
23377,1989,21,3,NA,NA,3,NA,50,NA,NA,NA,NA,NA
23378,1989,22,3,NA,NA,3,NA,18,NA,NA,3,NA,NA
23380,1989,24,3,NA,NA,4,NA,22,NA,NA,2,NA,NA
23389,1989,33,3,NA,NA,3,NA,48,3,NA,4,2,NA
23396,1989,40,3,NA,NA,2,NA,49,2,NA,2,1,NA
23407,1989,51,3,NA,NA,2,NA,42,4,NA,2,2,NA
23416,1989,60,3,NA,NA,3,NA,71,NA,NA,3,NA,NA
23426,1989,70,3,NA,NA,3,NA,41,NA,NA,1,NA,NA
23518,1989,162,3,NA,NA,3,NA,68,3,NA,3,3,NA
23618,1989,262,3,NA,NA,4,NA,34,NA,NA,4,NA,NA
23623,1989,267,3,NA,NA,2,NA,87,NA,NA,2,NA,NA
23635,1989,279,3,NA,NA,3,NA,42,3,NA,1,2,NA
23749,1989,393,3,NA,NA,2,NA,23,NA,NA,2,NA,NA
23775,1989,419,3,NA,NA,4,NA,27,NA,NA,4,NA,NA
23801,1989,445,3,NA,NA,4,NA,76,3,NA,1,3,NA
24009,1989,653,3,NA,NA,3,NA,38,3,NA,3,3,NA
24078,1989,722,3,NA,NA,3,NA,55,NA,NA,2,NA,NA
24102,1989,746,3,NA,NA,3,NA,77,NA,NA,1,NA,NA
24293,1989,937,3,NA,NA,2,NA,72,2,NA,2,2,NA
24313,1989,957,3,NA,NA,4,NA,32,NA,NA,4,NA,NA
24335,1989,979,3,NA,NA,2,NA,42,NA,NA,2,NA,NA
24341,1989,985,3,NA,NA,3,NA,33,NA,NA,3,NA,NA
24901,1990,8,3,NA,NA,2,NA,61,2,NA,1,2,NA
24902,1990,9,3,NA,NA,2,NA,53,2,NA,1,2,NA
24903,1990,10,3,NA,NA,3,NA,68,NA,NA,1,NA,NA
24907,1990,14,3,NA,NA,2,NA,79,NA,NA,2,NA,NA
24910,1990,17,3,NA,NA,4,NA,89,NA,NA,2,NA,NA
24911,1990,18,3,NA,NA,3,NA,76,NA,NA,3,NA,NA
24935,1990,42,3,NA,NA,3,NA,64,NA,NA,2,NA,NA
24936,1990,43,3,NA,NA,1,NA,54,1,NA,1,1,NA
24937,1990,44,3,NA,NA,3,NA,36,3,NA,NA,3,NA
24956,1990,63,3,NA,NA,3,NA,42,NA,NA,3,NA,NA
24958,1990,65,3,NA,NA,4,NA,66,4,NA,4,4,NA
24960,1990,67,3,NA,NA,2,NA,64,2,NA,2,2,NA
24981,1990,88,3,NA,NA,2,NA,84,NA,NA,1,NA,NA
25065,1990,172,3,NA,NA,3,NA,52,3,NA,2,2,NA
25120,1990,227,3,NA,NA,2,NA,58,NA,NA,NA,NA,NA
25132,1990,239,3,NA,NA,3,NA,63,3,NA,3,3,NA
25136,1990,243,3,NA,NA,2,NA,66,NA,NA,2,NA,NA
25272,1990,379,3,NA,NA,3,NA,32,3,NA,NA,3,NA
25274,1990,381,3,NA,NA,2,NA,65,NA,NA,2,NA,NA
25497,1990,604,3,NA,NA,2,NA,42,NA,NA,2,NA,NA
25586,1990,693,3,NA,NA,NA,NA,43,NA,NA,3,NA,NA
25765,1990,872,3,NA,NA,2,NA,73,2,NA,2,2,NA
25774,1990,881,3,NA,NA,2,NA,79,2,NA,1,1,NA
25776,1990,883,3,NA,NA,2,NA,81,NA,NA,2,NA,NA
25777,1990,884,3,NA,NA,3,NA,76,NA,NA,3,NA,NA
25829,1990,936,3,NA,NA,4,NA,38,4,NA,3,NA,NA
26187,1990,1294,3,NA,NA,4,NA,36,4,NA,NA,3,NA
26267,1991,2,3,NA,NA,2,NA,32,2,NA,2,2,NA
26269,1991,4,3,NA,NA,2,NA,26,NA,NA,2,NA,NA
26275,1991,10,3,NA,NA,2,NA,64,2,NA,2,1,NA
26294,1991,29,3,NA,NA,3,NA,57,NA,NA,3,NA,NA
26300,1991,35,3,NA,NA,3,NA,44,3,NA,3,2,NA
26301,1991,36,3,NA,NA,3,NA,48,3,NA,3,3,NA
26308,1991,43,3,NA,NA,3,NA,30,NA,NA,3,NA,NA
26314,1991,49,3,NA,NA,2,NA,39,2,NA,3,3,NA
26317,1991,52,3,NA,NA,4,NA,35,NA,NA,1,NA,NA
26328,1991,63,3,NA,NA,3,NA,31,3,NA,NA,2,NA
26345,1991,80,3,NA,NA,3,NA,61,NA,NA,3,NA,NA
26351,1991,86,3,NA,NA,2,NA,33,NA,NA,2,NA,NA
26417,1991,152,3,NA,NA,3,NA,27,NA,NA,3,NA,NA
26451,1991,186,3,NA,NA,4,NA,28,NA,NA,4,NA,NA
26461,1991,196,3,NA,NA,2,NA,47,2,NA,1,3,NA
26466,1991,201,3,NA,NA,3,NA,21,NA,NA,3,NA,NA
26467,1991,202,3,NA,NA,4,NA,21,NA,NA,4,NA,NA
26478,1991,213,3,NA,NA,2,NA,65,NA,NA,2,NA,NA
26483,1991,218,3,NA,NA,2,NA,28,NA,NA,2,NA,NA
26487,1991,222,3,NA,NA,2,NA,47,NA,NA,1,NA,NA
26490,1991,225,3,NA,NA,2,NA,22,NA,NA,2,NA,NA
26552,1991,287,3,NA,NA,3,NA,35,3,NA,2,3,NA
26782,1991,517,3,NA,NA,3,NA,32,NA,NA,3,NA,NA
26787,1991,522,3,NA,NA,4,NA,32,NA,NA,3,3,NA
26920,1991,655,3,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
26922,1991,657,3,NA,NA,2,NA,23,NA,NA,2,NA,NA
26994,1991,729,3,NA,NA,1,NA,81,NA,NA,1,NA,NA
26996,1991,731,3,NA,NA,3,NA,62,3,NA,2,2,NA
27076,1991,811,3,NA,NA,2,NA,76,2,NA,2,2,NA
27226,1991,961,3,NA,NA,2,NA,40,NA,NA,2,NA,NA
27321,1991,1056,3,NA,NA,4,NA,35,NA,NA,3,NA,NA
27330,1991,1065,3,NA,NA,4,NA,39,NA,NA,3,NA,NA
27788,1993,6,3,NA,NA,2,NA,83,2,NA,2,2,NA
27789,1993,7,3,NA,NA,2,NA,55,2,NA,1,2,NA
27790,1993,8,3,NA,NA,2,NA,75,2,NA,2,2,NA
27805,1993,23,3,NA,NA,4,NA,80,NA,NA,4,NA,NA
27941,1993,159,3,NA,NA,3,NA,55,3,NA,NA,NA,NA
27957,1993,175,3,NA,NA,2,NA,40,NA,NA,2,NA,NA
27976,1993,194,3,NA,NA,2,NA,37,3,NA,NA,2,NA
27986,1993,204,3,NA,NA,2,NA,69,2,NA,1,2,NA
28013,1993,231,3,NA,NA,2,NA,60,2,NA,2,2,NA
28021,1993,239,3,NA,NA,3,NA,50,NA,NA,3,NA,NA
28022,1993,240,3,NA,NA,2,NA,53,NA,NA,NA,NA,NA
28087,1993,305,3,NA,NA,3,NA,52,3,NA,3,NA,NA
28272,1993,490,3,NA,NA,4,NA,40,4,NA,3,4,NA
28315,1993,533,3,NA,NA,4,NA,39,NA,NA,2,NA,NA
28574,1993,792,3,NA,NA,4,NA,38,4,NA,NA,NA,NA
28594,1993,812,3,NA,NA,2,NA,30,NA,NA,2,NA,NA
28595,1993,813,3,NA,NA,3,NA,49,NA,NA,3,NA,NA
28605,1993,823,3,NA,NA,3,NA,74,3,NA,3,NA,NA
28609,1993,827,3,NA,NA,3,NA,30,NA,NA,NA,NA,NA
28623,1993,841,3,NA,NA,3,NA,27,NA,NA,3,NA,NA
28626,1993,844,3,NA,NA,4,NA,21,NA,NA,2,NA,NA
28630,1993,848,3,NA,NA,2,NA,31,3,NA,NA,3,NA
28654,1993,872,3,NA,NA,4,NA,37,NA,NA,4,NA,NA
28656,1993,874,3,NA,NA,4,NA,32,4,NA,4,4,NA
28783,1993,1001,3,NA,NA,3,NA,65,3,NA,3,3,NA
28786,1993,1004,3,NA,NA,3,NA,40,3,NA,NA,NA,NA
28822,1993,1040,3,NA,NA,4,NA,25,NA,NA,NA,NA,NA
28840,1993,1058,3,NA,NA,4,NA,46,4,NA,2,2,NA
29056,1993,1274,3,NA,NA,4,NA,46,4,NA,4,4,NA
29127,1993,1345,3,NA,NA,3,NA,64,3,NA,3,1,NA
29143,1993,1361,3,NA,NA,3,NA,29,NA,NA,3,NA,NA
29167,1993,1385,3,NA,NA,3,NA,33,NA,NA,3,NA,NA
29203,1993,1421,3,NA,NA,3,NA,34,NA,NA,2,NA,NA
29400,1994,12,3,NA,NA,3,NA,31,NA,NA,3,NA,NA
29405,1994,17,3,NA,NA,3,NA,52,3,NA,2,3,NA
29409,1994,21,3,NA,NA,3,NA,26,NA,NA,3,NA,NA
29410,1994,22,3,NA,NA,4,NA,51,NA,NA,4,NA,NA
29423,1994,35,3,NA,NA,4,NA,30,NA,NA,3,NA,NA
29424,1994,36,3,NA,NA,2,NA,39,NA,NA,2,NA,NA
29425,1994,37,3,NA,NA,1,NA,23,NA,NA,1,NA,NA
29429,1994,41,3,NA,NA,3,NA,41,NA,NA,NA,NA,NA
29432,1994,44,3,NA,NA,4,NA,78,NA,NA,4,NA,NA
29483,1994,95,3,NA,NA,3,NA,63,3,NA,3,2,NA
29500,1994,112,3,NA,NA,4,NA,80,NA,NA,2,NA,NA
29527,1994,139,3,NA,NA,3,NA,48,NA,NA,3,NA,NA
29539,1994,151,3,NA,NA,2,NA,34,NA,NA,NA,NA,NA
29540,1994,152,3,NA,NA,4,NA,48,NA,NA,4,NA,NA
29541,1994,153,3,NA,NA,4,NA,35,NA,NA,4,NA,NA
29574,1994,186,3,NA,NA,3,NA,62,NA,NA,3,NA,NA
29576,1994,188,3,NA,NA,3,NA,75,NA,NA,NA,NA,NA
29577,1994,189,3,NA,NA,3,NA,68,NA,NA,3,NA,NA
29603,1994,215,3,NA,NA,3,NA,59,NA,NA,2,NA,NA
29608,1994,220,3,NA,NA,2,NA,41,1,NA,1,1,NA
29615,1994,227,3,NA,NA,3,NA,40,NA,NA,2,NA,NA
29638,1994,250,3,NA,NA,3,NA,35,3,NA,NA,2,NA
29699,1994,311,3,NA,NA,3,NA,40,NA,NA,3,NA,NA
29800,1994,412,3,NA,NA,4,NA,82,NA,NA,3,NA,NA
29925,1994,537,3,NA,NA,3,NA,35,NA,NA,3,NA,NA
29930,1994,542,3,NA,NA,2,NA,52,NA,NA,2,NA,NA
30054,1994,666,3,NA,NA,3,NA,41,NA,NA,3,NA,NA
30055,1994,667,3,NA,NA,3,NA,46,NA,NA,3,NA,NA
30056,1994,668,3,NA,NA,2,NA,30,NA,NA,2,NA,NA
30146,1994,758,3,NA,NA,3,NA,24,NA,NA,3,NA,NA
30147,1994,759,3,NA,NA,3,NA,33,3,NA,NA,3,NA
30343,1994,955,3,NA,NA,3,NA,22,NA,NA,3,NA,NA
30398,1994,1010,3,NA,NA,4,NA,28,NA,NA,4,NA,NA
30472,1994,1084,3,NA,NA,2,NA,46,NA,NA,NA,NA,NA
30520,1994,1132,3,NA,NA,2,NA,73,NA,NA,NA,NA,NA
30528,1994,1140,3,NA,NA,3,NA,38,2,NA,3,2,NA
30530,1994,1142,3,NA,NA,3,NA,80,NA,NA,2,NA,NA
30535,1994,1147,3,NA,NA,2,NA,25,NA,NA,2,NA,NA
30582,1994,1194,3,NA,NA,3,NA,23,NA,NA,3,NA,NA
30617,1994,1229,3,NA,NA,1,NA,23,NA,NA,NA,NA,NA
30746,1994,1358,3,NA,NA,3,NA,70,NA,NA,2,NA,NA
30749,1994,1361,3,NA,NA,2,NA,64,NA,NA,2,NA,NA
30828,1994,1440,3,NA,NA,3,NA,39,NA,NA,3,NA,NA
30836,1994,1448,3,NA,NA,2,NA,35,NA,NA,1,NA,NA
30850,1994,1462,3,NA,NA,4,NA,32,NA,NA,4,NA,NA
31012,1994,1624,3,NA,NA,2,NA,53,NA,NA,2,NA,NA
31049,1994,1661,3,NA,NA,3,NA,72,NA,NA,3,NA,NA
31077,1994,1689,3,NA,NA,3,NA,69,NA,NA,2,NA,NA
31100,1994,1712,3,NA,NA,2,NA,28,NA,NA,2,NA,NA
31227,1994,1839,3,NA,NA,3,NA,89,NA,NA,3,NA,NA
31433,1994,2045,3,NA,NA,3,NA,55,NA,NA,NA,NA,NA
31484,1994,2096,3,NA,NA,4,NA,74,NA,NA,NA,NA,NA
31550,1994,2162,3,NA,NA,2,NA,47,NA,NA,NA,NA,NA
31552,1994,2164,3,NA,NA,4,NA,45,NA,NA,2,NA,NA
31655,1994,2267,3,NA,NA,3,NA,27,NA,NA,NA,NA,NA
31773,1994,2385,3,NA,NA,4,NA,59,NA,NA,NA,NA,NA
31977,1994,2589,3,NA,NA,2,NA,71,NA,NA,NA,NA,NA
32049,1994,2661,3,NA,NA,3,NA,28,NA,NA,NA,NA,NA
32369,1994,2981,3,NA,NA,1,NA,64,NA,NA,1,NA,NA
32381,1996,1,3,NA,NA,2,NA,79,NA,NA,1,NA,NA
32392,1996,12,3,NA,NA,3,NA,43,NA,NA,3,NA,NA
32393,1996,13,3,NA,NA,4,NA,45,NA,NA,4,NA,NA
32411,1996,31,3,NA,NA,4,NA,40,NA,NA,NA,NA,NA
32414,1996,34,3,NA,NA,3,NA,25,NA,NA,3,NA,NA
32434,1996,54,3,NA,NA,2,NA,25,NA,NA,NA,NA,NA
32446,1996,66,3,NA,NA,3,NA,35,NA,NA,3,NA,NA
32448,1996,68,3,NA,NA,4,NA,73,NA,NA,2,NA,NA
32449,1996,69,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA
32450,1996,70,3,NA,NA,2,NA,80,NA,NA,1,NA,NA
32453,1996,73,3,NA,NA,NA,NA,81,NA,NA,3,NA,NA
32475,1996,95,3,NA,NA,1,NA,38,NA,NA,2,NA,NA
32500,1996,120,3,NA,NA,3,NA,89,NA,NA,3,NA,NA
32501,1996,121,3,NA,NA,3,NA,71,NA,NA,NA,NA,NA
32543,1996,163,3,NA,NA,3,NA,46,NA,NA,2,NA,NA
32570,1996,190,3,NA,NA,3,NA,43,NA,NA,2,NA,NA
32596,1996,216,3,NA,NA,2,NA,53,NA,NA,2,NA,NA
32599,1996,219,3,NA,NA,3,NA,39,NA,NA,3,NA,NA
32600,1996,220,3,NA,NA,3,NA,48,NA,NA,3,NA,NA
32602,1996,222,3,NA,NA,2,NA,79,NA,NA,1,NA,NA
32603,1996,223,3,NA,NA,3,NA,45,NA,NA,NA,NA,NA
32608,1996,228,3,NA,NA,4,NA,53,NA,NA,2,NA,NA
32674,1996,294,3,NA,NA,NA,NA,47,NA,NA,NA,NA,NA
32751,1996,371,3,NA,NA,3,NA,49,NA,NA,3,NA,NA
32787,1996,407,3,NA,NA,NA,NA,29,NA,NA,2,NA,NA
32872,1996,492,3,NA,NA,4,NA,37,NA,NA,4,NA,NA
32881,1996,501,3,NA,NA,4,NA,77,NA,NA,4,NA,NA
32921,1996,541,3,NA,NA,4,NA,21,NA,NA,2,NA,NA
32923,1996,543,3,NA,NA,3,NA,38,NA,NA,2,NA,NA
32925,1996,545,3,NA,NA,3,NA,35,NA,NA,2,NA,NA
32927,1996,547,3,NA,NA,2,NA,56,NA,NA,2,NA,NA
32928,1996,548,3,NA,NA,4,NA,36,NA,NA,3,NA,NA
32960,1996,580,3,NA,NA,3,NA,51,NA,NA,3,NA,NA
32961,1996,581,3,NA,NA,3,NA,53,NA,NA,2,NA,NA
33005,1996,625,3,NA,NA,1,NA,25,NA,NA,1,NA,NA
33030,1996,650,3,NA,NA,2,NA,28,NA,NA,2,NA,NA
33042,1996,662,3,NA,NA,3,NA,35,NA,NA,3,NA,NA
33076,1996,696,3,NA,NA,2,NA,70,NA,NA,2,NA,NA
33078,1996,698,3,NA,NA,3,NA,30,NA,NA,NA,NA,NA
33086,1996,706,3,NA,NA,3,NA,45,NA,NA,3,NA,NA
33115,1996,735,3,NA,NA,3,NA,41,NA,NA,1,NA,NA
33186,1996,806,3,NA,NA,2,NA,35,NA,NA,2,NA,NA
33268,1996,888,3,NA,NA,3,NA,24,NA,NA,3,NA,NA
33302,1996,922,3,NA,NA,4,NA,36,NA,NA,2,NA,NA
33356,1996,976,3,NA,NA,4,NA,38,NA,NA,2,NA,NA
33427,1996,1047,3,NA,NA,3,NA,37,NA,NA,3,NA,NA
33440,1996,1060,3,NA,NA,2,NA,44,NA,NA,2,NA,NA
33441,1996,1061,3,NA,NA,1,NA,38,NA,NA,1,NA,NA
33654,1996,1274,3,NA,NA,3,NA,59,NA,NA,3,NA,NA
33655,1996,1275,3,NA,NA,3,NA,68,NA,NA,3,NA,NA
33702,1996,1322,3,NA,NA,4,NA,20,NA,NA,NA,NA,NA
33734,1996,1354,3,NA,NA,3,NA,45,NA,NA,3,NA,NA
33739,1996,1359,3,NA,NA,4,NA,57,NA,NA,3,NA,NA
33802,1996,1422,3,NA,NA,2,NA,70,NA,NA,4,NA,NA
33924,1996,1544,3,NA,NA,2,NA,49,NA,NA,2,NA,NA
33927,1996,1547,3,NA,NA,4,NA,70,NA,NA,3,NA,NA
33930,1996,1550,3,NA,NA,3,NA,52,NA,NA,3,NA,NA
34002,1996,1622,3,NA,NA,3,NA,48,NA,NA,3,NA,NA
34037,1996,1657,3,NA,NA,2,NA,75,NA,NA,2,NA,NA
34039,1996,1659,3,NA,NA,2,NA,48,NA,NA,2,NA,NA
34040,1996,1660,3,NA,NA,4,NA,58,NA,NA,4,NA,NA
34070,1996,1690,3,NA,NA,1,NA,86,NA,NA,1,NA,NA
34071,1996,1691,3,NA,NA,2,NA,80,NA,NA,2,NA,NA
34323,1996,1943,3,NA,NA,2,NA,39,NA,NA,3,NA,NA
34325,1996,1945,3,NA,NA,3,NA,76,NA,NA,3,NA,NA
34326,1996,1946,3,NA,NA,3,NA,49,NA,NA,3,NA,NA
34409,1996,2029,3,NA,NA,4,NA,27,NA,NA,NA,NA,NA
34458,1996,2078,3,NA,NA,3,NA,50,NA,NA,3,NA,NA
35317,1998,33,3,NA,NA,1,NA,51,NA,NA,NA,NA,NA
35379,1998,95,3,NA,NA,3,NA,63,NA,NA,2,NA,NA
35380,1998,96,3,NA,NA,2,NA,49,NA,NA,2,NA,NA
35382,1998,98,3,NA,NA,3,NA,64,NA,NA,2,NA,NA
35384,1998,100,3,NA,NA,3,NA,72,NA,NA,3,NA,NA
35451,1998,167,3,NA,NA,3,NA,40,NA,NA,2,NA,NA
35464,1998,180,3,NA,NA,2,NA,44,NA,NA,2,NA,NA
35465,1998,181,3,NA,NA,4,NA,42,NA,NA,3,NA,NA
35466,1998,182,3,NA,NA,3,NA,51,NA,NA,2,NA,NA
35467,1998,183,3,NA,NA,4,NA,54,NA,NA,1,NA,NA
35471,1998,187,3,NA,NA,3,NA,44,NA,NA,3,NA,NA
35601,1998,317,3,NA,NA,3,NA,52,NA,NA,NA,NA,NA
35664,1998,380,3,NA,NA,3,NA,72,NA,NA,1,NA,NA
35666,1998,382,3,NA,NA,2,NA,40,NA,NA,1,NA,NA
35673,1998,389,3,NA,NA,3,NA,28,NA,NA,3,NA,NA
35757,1998,473,3,NA,NA,4,NA,85,NA,NA,NA,NA,NA
35777,1998,493,3,NA,NA,3,NA,89,NA,NA,3,NA,NA
35778,1998,494,3,NA,NA,4,NA,72,NA,NA,1,NA,NA
35780,1998,496,3,NA,NA,1,NA,57,NA,NA,1,NA,NA
35813,1998,529,3,NA,NA,2,NA,40,NA,NA,2,NA,NA
35818,1998,534,3,NA,NA,1,NA,65,NA,NA,1,NA,NA
35822,1998,538,3,NA,NA,4,NA,20,NA,NA,3,NA,NA
35900,1998,616,3,NA,NA,2,NA,76,NA,NA,2,NA,NA
35905,1998,621,3,NA,NA,3,NA,45,NA,NA,3,NA,NA
35909,1998,625,3,NA,NA,3,NA,53,NA,NA,2,NA,NA
35910,1998,626,3,NA,NA,3,NA,52,NA,NA,3,NA,NA
35911,1998,627,3,NA,NA,2,NA,73,NA,NA,1,NA,NA
36000,1998,716,3,NA,NA,4,NA,34,NA,NA,NA,NA,NA
36240,1998,956,3,NA,NA,NA,NA,36,NA,NA,NA,NA,NA
36268,1998,984,3,NA,NA,2,NA,63,NA,NA,NA,NA,NA
36422,1998,1138,3,NA,NA,4,NA,53,NA,NA,3,NA,NA
36562,1998,1278,3,NA,NA,3,NA,31,NA,NA,3,NA,NA
36563,1998,1279,3,NA,NA,3,NA,56,NA,NA,3,NA,NA
36568,1998,1284,3,NA,NA,3,NA,40,NA,NA,2,NA,NA
36596,1998,1312,3,NA,NA,2,NA,22,NA,NA,2,NA,NA
36704,1998,1420,3,NA,NA,3,NA,46,NA,NA,3,NA,NA
36742,1998,1458,3,NA,NA,3,NA,28,NA,NA,3,NA,NA
36821,1998,1537,3,NA,NA,3,NA,73,NA,NA,2,NA,NA
36822,1998,1538,3,NA,NA,3,NA,75,NA,NA,1,NA,NA
36825,1998,1541,3,NA,NA,3,NA,60,NA,NA,2,NA,NA
36946,1998,1662,3,NA,NA,1,NA,58,NA,NA,2,NA,NA
36950,1998,1666,3,NA,NA,NA,NA,45,NA,NA,3,NA,NA
37011,1998,1727,3,NA,NA,2,NA,78,NA,NA,2,NA,NA
37057,1998,1773,3,NA,NA,4,NA,48,NA,NA,NA,NA,NA
37120,1998,1836,3,NA,NA,2,NA,29,NA,NA,2,NA,NA
37158,1998,1874,3,NA,NA,4,NA,24,NA,NA,NA,NA,NA
37176,1998,1892,3,NA,NA,4,NA,57,NA,NA,2,NA,NA
37235,1998,1951,3,NA,NA,2,NA,26,NA,NA,2,NA,NA
37373,1998,2089,3,NA,NA,2,NA,25,NA,NA,NA,NA,NA
37376,1998,2092,3,NA,NA,4,NA,44,NA,NA,3,NA,NA
38133,2000,17,3,NA,NA,2,NA,77,NA,NA,NA,NA,NA
38222,2000,106,3,NA,NA,3,NA,45,NA,NA,NA,NA,NA
38223,2000,107,3,NA,NA,NA,NA,56,NA,NA,NA,NA,NA
38224,2000,108,3,NA,NA,2,NA,47,NA,NA,2,NA,NA
38225,2000,109,3,NA,NA,2,NA,72,NA,NA,2,NA,NA
38296,2000,180,3,NA,NA,4,NA,45,NA,NA,NA,NA,NA
38301,2000,185,3,NA,NA,4,NA,50,NA,NA,4,NA,NA
38302,2000,186,3,NA,NA,3,NA,51,NA,NA,NA,NA,NA
38305,2000,189,3,NA,NA,NA,NA,39,NA,NA,NA,NA,NA
38307,2000,191,3,NA,NA,4,NA,40,NA,NA,4,NA,NA
38368,2000,252,3,NA,NA,2,NA,48,NA,NA,2,NA,NA
38438,2000,322,3,NA,NA,3,NA,29,NA,NA,3,NA,NA
38461,2000,345,3,NA,NA,4,NA,40,NA,NA,3,NA,NA
38479,2000,363,3,NA,NA,3,NA,50,NA,NA,3,NA,NA
38481,2000,365,3,NA,NA,3,NA,36,NA,NA,3,NA,NA
38483,2000,367,3,NA,NA,3,NA,71,NA,NA,3,NA,NA
38507,2000,391,3,NA,NA,3,NA,71,NA,NA,4,NA,NA
38509,2000,393,3,NA,NA,1,NA,43,NA,NA,1,NA,NA
38511,2000,395,3,NA,NA,2,NA,40,NA,NA,NA,NA,NA
38519,2000,403,3,NA,NA,4,NA,45,NA,NA,3,NA,NA
38534,2000,418,3,NA,NA,3,NA,20,NA,NA,3,NA,NA
38536,2000,420,3,NA,NA,3,NA,46,NA,NA,2,NA,NA
38547,2000,431,3,NA,NA,4,NA,38,NA,NA,4,NA,NA
38600,2000,484,3,NA,NA,2,NA,19,NA,NA,2,NA,NA
38607,2000,491,3,NA,NA,3,NA,55,NA,NA,4,NA,NA
38608,2000,492,3,NA,NA,4,NA,51,NA,NA,2,NA,NA
38624,2000,508,3,NA,NA,NA,NA,54,NA,NA,NA,NA,NA
38625,2000,509,3,NA,NA,3,NA,57,NA,NA,3,NA,NA
38652,2000,536,3,NA,NA,4,NA,55,NA,NA,3,NA,NA
38656,2000,540,3,NA,NA,2,NA,36,NA,NA,4,NA,NA
38661,2000,545,3,NA,NA,4,NA,45,NA,NA,4,NA,NA
38733,2000,617,3,NA,NA,3,NA,54,NA,NA,3,NA,NA
38734,2000,618,3,NA,NA,4,NA,23,NA,NA,2,NA,NA
38749,2000,633,3,NA,NA,NA,NA,36,NA,NA,NA,NA,NA
38751,2000,635,3,NA,NA,NA,NA,56,NA,NA,NA,NA,NA
38786,2000,670,3,NA,NA,3,NA,45,NA,NA,2,NA,NA
39195,2000,1079,3,NA,NA,3,NA,35,NA,NA,NA,NA,NA
39201,2000,1085,3,NA,NA,3,NA,63,NA,NA,NA,NA,NA
39251,2000,1135,3,NA,NA,1,NA,30,NA,NA,NA,NA,NA
39285,2000,1169,3,NA,NA,3,NA,45,NA,NA,3,NA,NA
39309,2000,1193,3,NA,NA,3,NA,44,NA,NA,NA,NA,NA
39391,2000,1275,3,NA,NA,3,NA,42,NA,NA,NA,NA,NA
39624,2000,1508,3,NA,NA,3,NA,33,NA,NA,3,NA,NA
39642,2000,1526,3,NA,NA,NA,NA,70,NA,NA,NA,NA,NA
39645,2000,1529,3,NA,NA,3,NA,69,NA,NA,2,NA,NA
39648,2000,1532,3,NA,NA,2,NA,80,NA,NA,2,NA,NA
39659,2000,1543,3,NA,NA,NA,NA,42,NA,NA,NA,NA,NA
39708,2000,1592,3,NA,NA,NA,NA,39,NA,NA,NA,NA,NA
39710,2000,1594,3,NA,NA,3,NA,28,NA,NA,3,NA,NA
39712,2000,1596,3,NA,NA,NA,NA,25,NA,NA,NA,NA,NA
39752,2000,1636,3,NA,NA,2,NA,50,NA,NA,2,NA,NA
39755,2000,1639,3,NA,NA,NA,NA,39,NA,NA,NA,NA,NA
39756,2000,1640,3,NA,NA,1,NA,47,NA,NA,2,NA,NA
